id,stream_name,analysis_name,display_name,alert_type,timestamp,message,image,video_name,ignored,last_update
12224,CAM12,3,RTSP9,逆走,1728425184,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM12_2024-10-09_07:06:24+0900.jpg,CAM12_ReverseRun_2024-10-09_07:06:24+0900.mp4,0,2024-10-09 07:06:28
12225,CAM02,3,HLS1,逆走,1728425217,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM02_2024-10-09_07:06:57+0900.jpg,CAM02_ReverseRun_2024-10-09_07:06:57+0900.mp4,0,2024-10-09 07:07:00
12226,CAM16,3,HLS6,逆走,1728425217,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM16_2024-10-09_07:06:57+0900.jpg,CAM16_ReverseRun_2024-10-09_07:06:57+0900.mp4,0,2024-10-09 07:07:01
12227,CAM04,3,HLS2,逆走,1728425217,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM04_2024-10-09_07:06:57+0900.jpg,CAM04_ReverseRun_2024-10-09_07:06:57+0900.mp4,0,2024-10-09 07:07:01
12228,CAM24,3,HLS14,逆走,1728425217,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM24_2024-10-09_07:06:57+0900.jpg,CAM24_ReverseRun_2024-10-09_07:06:57+0900.mp4,0,2024-10-09 07:07:01
12229,CAM13,3,RTSP10,逆走,1728425224,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM13_2024-10-09_07:07:04+0900.jpg,CAM13_ReverseRun_2024-10-09_07:07:04+0900.mp4,0,2024-10-09 07:07:08
12230,CAM09,3,RTSP6,逆走,1728425224,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM09_2024-10-09_07:07:04+0900.jpg,CAM09_ReverseRun_2024-10-09_07:07:04+0900.mp4,0,2024-10-09 07:07:08
12231,CAM08,3,RTSP5,逆走,1728425224,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM08_2024-10-09_07:07:04+0900.jpg,CAM08_ReverseRun_2024-10-09_07:07:04+0900.mp4,0,2024-10-09 07:07:08
12232,CAM10,3,RTSP7,逆走,1728425224,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM10_2024-10-09_07:07:04+0900.jpg,CAM10_ReverseRun_2024-10-09_07:07:04+0900.mp4,0,2024-10-09 07:07:09
12233,CAM06,3,RTSP3,逆走,1728425252,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM06_2024-10-09_07:07:32+0900.jpg,CAM06_ReverseRun_2024-10-09_07:07:32+0900.mp4,0,2024-10-09 07:07:37
12234,CAM23,3,HLS13,逆走,1728425258,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM23_2024-10-09_07:07:38+0900.jpg,CAM23_ReverseRun_2024-10-09_07:07:38+0900.mp4,0,2024-10-09 07:07:43
12235,CAM22,3,HLS12,逆走,1728425406,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM22_2024-10-09_07:10:06+0900.jpg,CAM22_ReverseRun_2024-10-09_07:10:06+0900.mp4,0,2024-10-09 07:10:11
12236,CAM19,4,HLS9,避走,1728425409,避走#15秒間に5台以上の車線変更を検知しました,/data/tce/alerts/images/CAM19_2024-10-09_07:10:09+0900.jpg,CAM19_FrequentLaneChange_2024-10-09_07:10:09+0900.mp4,0,2024-10-09 07:10:13
12237,CAM21,3,HLS11,逆走,1728425485,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM21_2024-10-09_07:11:25+0900.jpg,CAM21_ReverseRun_2024-10-09_07:11:25+0900.mp4,0,2024-10-09 07:11:28
12238,CAM13,3,RTSP10,逆走,1728425485,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM13_2024-10-09_07:11:25+0900.jpg,CAM13_ReverseRun_2024-10-09_07:11:25+0900.mp4,0,2024-10-09 07:11:30
12239,CAM14,3,HLS4,逆走,1728425488,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM14_2024-10-09_07:11:28+0900.jpg,CAM14_ReverseRun_2024-10-09_07:11:28+0900.mp4,0,2024-10-09 07:11:31
12240,CAM17,3,HLS7,逆走,1728425488,逆走#3秒以上の逆走を検知しました,/data/tce/alerts/images/CAM17_2024-10-09_07:11:28+0900.jpg,CAM17_ReverseRun_2024-10-09_07:11:28+0900.mp4,0,2024-10-09 07:11:32
